id,name,type,category,city,description,heat_score,rating_score,tag_json,cover_url,status,created_at,lng_lat
1061,洛平精品有机采摘,scenic,农业观光,北京市,"以进行樱桃采摘,梨采摘,柿子采摘,欢迎广大朋友前来采摘。",1.6,4.6,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2013/0502/20130502053301651.png,1,,
1062,长辛店公园,scenic,城市公园,北京市,公园内各处绿树成荫繁花似锦，三季有花，四季常青，油松，白皮松高大挺拔，山杏，连翘喜迎春风。,1.4,4.1,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2013/0423/20130423101235974.jpg,1,,
1063,鹰山森林公园,scenic,森林/湿地公园,北京市,鹰山森林公园春天，满园苍翠欲滴，鲜花满目;炎夏，林中小风习习，清凉怡人，是极佳的避暑胜地;深秋，满坡红叶似火,3.3,4.3,森林公园|自然生态,https://r1.visitbeijing.com.cn/vbj-s/2013/0422/20130422041739985.jpg,1,,
1064,胡同张老北京民间艺术馆,scenic,文化艺术空间,北京市,老北京吃、喝、玩、乐浓缩到一个馆中，全方位再现老北京生活的创意。,1,3.7,Citywalk|文创园区|美术馆/艺术馆|老北京风情|胡同/四合院|艺术展览,https://r1.visitbeijing.com.cn/vbj-s/2013/0408/20130408101125171.jpg,1,,
1065,北京长辛店二·七纪念馆,scenic,纪念馆/名人故居,北京市,整个建筑由四个四合院组成，四面各有一个中式门楼，均为钢盘水泥仿木结构，古脊明柱，水刷石镶衬，清晰别致，古朴典雅，落落大方。,2.2,4.6,纪念馆|工人运动|红色旅游|革命历史,https://r1.visitbeijing.com.cn/vbj-s/2013/0326/20130326050537996.jpg,1,,
1066,中国航天博物馆,scenic,博物馆/展览馆,北京市,中华航天博物馆是展示中国航天科技与成就的专业博物馆，是中国航天的对外宣传与展示窗口。,2.8,4.1,博物馆|航天|科技|航空|工业,https://r1.visitbeijing.com.cn/vbj-s/2013/0220/20130220030258636.jpg,1,,
1067,莲花池庙会,scenic,文化艺术空间,北京市,庙会努力挖掘传统民俗文化的魅力，点击现代前卫时尚的活力，文商并举、风雅荟萃、雅俗共赏，全园开花、满园绿意。,2.2,4.2,民俗活动|节庆活动,https://r1.visitbeijing.com.cn/vbj-s/2013/0117/20130117011603945.jpg,1,,
1068,万芳亭公园,scenic,城市公园,北京市,公园不大，绿化还可以。每天早晨在这里边晨练的老人比较多，都是家住附近的人。,1.9,4,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2024/0823/63e5b7e10760c655a9714d64b4a9b596.png,1,,
1069,千灵山风景区,scenic,自然景区,北京市,这里佛教文化源远流长，有北京最大的石窟寺群，是北京近郊远眺视野最佳的山峰！,2.5,4.1,山地风光|自然景观,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207023042663.jpg,1,,
1070,北京法海寺博物馆,scenic,博物馆/展览馆,北京市,法海寺最大的看点就是壁画，在大雄宝殿的壁画，是元朝时的珍品，特别是“水月观音”最有名气。,1.3,3.6,博物馆,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206010156276.jpg,1,,
1071,南宫温泉旅游度假区,scenic,度假休闲,北京市,"惊险的滑道、宽阔的水面、优雅的“夏威夷风光”,配套设施完备。",5.3,3.6,休闲度假|住宿|度假村|温泉康养,https://r1.visitbeijing.com.cn/vbj-s/2024/0822/2b2231fec77e61712129918cb823697c.png,1,,
1072,北京万龙八易滑雪场,scenic,体育场馆,北京市,"市内唯一的大型户外滑雪场,唯一真正实现夜场滑雪的滑雪场哟。",3.1,4.8,体育场馆|冬季运动|滑雪|运动健身,https://r1.visitbeijing.com.cn/vbj-s/2016/1118/20161118042941911.jpg,1,,
1073,宛平城,scenic,历史古迹,北京市,宛平，自古即为京南门户，城建于明末崇祯十年(1637年)，当时正是明朝的战乱时期，建此城以屯兵守卫京城。,3.1,4.6,古城|历史|抗战纪念|红色旅游|明代建筑,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207030438829.jpg,1,,
1074,中国评剧大剧院,scenic,演艺剧场,北京市,中国评剧大剧院是一个以演出中国评剧为主及全国各个地方剧种为特色的戏曲演出阵地，在海内外都产生过重要的影响。,4.8,4.2,文化体验|演艺剧场,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207095957119.jpg,1,,
1075,北京辽金城垣博物馆,scenic,博物馆/展览馆,北京市,该馆建筑整体呈不规则多边形，青灰色的外墙，屋顶铺以灰瓦，城墙垛口式的檐下饰一兽头，远远望去仿佛金代北京城又重现眼前。,4.9,4.6,博物馆,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207045203228.jpg,1,,
1076,卢沟桥,scenic,历史古迹,北京市,卢沟桥卢沟桥始建于1189年，1444年曾重修。桥身左右两侧石雕护栏各有望柱140根，柱头上均雕卧伏的石狮约500个左右。,2.2,4.7,交通建筑|桥梁建筑,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207010200563.jpg,1,,
1077,丰台体育中心垒球场,scenic,体育场馆,北京市,08年北京奥运会时第一所建成并投入使用的奥运场馆，蕴含着众多环保科技于一身。,3,4.7,体育场馆|奥运遗产|运动健身,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207024809559.jpg,1,,
1078,老山郊野公园,scenic,城市公园,北京市,老山郊野公园突出“以林为体，郊野休闲”的理念，公园周边是着名的老山山地车赛道,5.4,4.3,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2016/1213/20161213022528896.jpg,1,,
1079,永定河休闲森林公园,scenic,森林/湿地公园,北京市,永定河休闲森林公园是北京市委、市政府关于永定河绿色生态发展带“五园一带”项目首个启动建设的公园，已于2013年4月28日向社会免费开放。,1.8,3.7,森林公园|自然生态,https://r1.visitbeijing.com.cn/vbj-s/2016/1028/20161028025320286.jpg,1,,
1080,石景山古城公园,scenic,城市公园,北京市,古城公园是1981年石景山区建设的第一座居住公园，被誉为“楼群之花”。公园占地2.33公顷，分儿童游戏区、中心雕塑区、揽霞滴翠广场和花卉盆景区。,7.9,4.6,城市公园|休闲娱乐|社区公园,https://r1.visitbeijing.com.cn/vbj-s/2016/1028/20161028024246283.jpg,1,,
1081,首钢松林公园,scenic,城市公园,北京市,首钢松林公园位于石景山游乐园正南，是一座原生态未加人工修饰的郊野公园,1.4,4.8,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2016/0929/20160929021317109.png,1,,
1082,青山公园,scenic,城市公园,北京市,青山公园位于石景山区西北部，五里坨村之东北，距石景山区政府所在地10公里。,4,4.3,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2016/0927/20160927035232994.png,1,,
1083,永定河森林公园,scenic,森林/湿地公园,北京市,永定河森林公园位于门头沟区永定镇与石景山区、丰台区交界处，紧临108国道。这里经过几十年采挖砂石形成的深达42米的大砂坑曾是北京西部最大的沙尘污染源。,4.5,4.7,森林公园|自然生态,https://r1.visitbeijing.com.cn/vbj-s/2016/0622/20160622015824953.jpg,1,,
1084,半月公园,scenic,城市公园,北京市,在辰光路和楼群广厦的环抱下，形如半弦明月，故名“半月园”。,4.1,4,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2015/0910/20150910030645254.jpg,1,,
1085,石景山雕塑公园,scenic,城市公园,北京市,石景山雕塑公园是一座以植物造园、雕塑造景的艺术园林，在中国园林界首开先例，评为“北京市优秀新园林”。,2.7,3.9,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2015/0908/20150908025442672.jpg,1,,
1086,希望公园,scenic,城市公园,北京市,该园是石景山区第一座方便于京西苹果园地区居民就近休息、娱乐的百亩公园。,3.7,4.5,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2015/0908/20150908023552586.jpg,1,,
1087,四海公园,scenic,城市公园,北京市,四海公园位于石景山区苹果园，共分7个戏水区，是北京消夏戏水乐园,3,4,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2015/0908/20150908021053699.jpg,1,,
1088,北京大公馆,scenic,商业街区,北京市,北京大公馆，建于京城西山山麓，皇家龙脉之地，亦是帝王级休闲养息之所。,2.3,4.3,历史建筑|文化场所,https://r1.visitbeijing.com.cn/vbj-s/2015/0825/20150825022138414.jpg,1,,
1089,家宝贝儿童成长俱乐部,scenic,主题乐园,北京市,家宝贝多项大型游乐设备，内设宏大的攀爬架、分隔式游泳池、魔幻动力空间等15项儿童娱乐设施,5.9,4.7,休闲娱乐|社交,https://r1.visitbeijing.com.cn/vbj-s/2015/0824/20150824014420601.jpg,1,,
1090,古城公园,scenic,城市公园,北京市,古城公园是1981年石景山区建设的第一座居住公园，被誉为“楼群之花”。,2.2,3.9,休闲娱乐|传统建筑|古镇古村|城市公园|民俗风情,https://r1.visitbeijing.com.cn/vbj-s/2013/0507/20130507042729993.jpg,1,,
1091,石景山洋庙会,scenic,文化艺术空间,北京市,石景山洋庙会使中国人不出国门即可领略异域风光、风情、风味；让外国人在北京过中国节，感受到本土的故乡之情。,2.7,4,民俗活动|节庆活动,https://r1.visitbeijing.com.cn/vbj-s/2013/0118/20130118014050271.jpg,1,,
1092,北京宦官文化陈列馆,scenic,博物馆/展览馆,北京市,全国唯一太监博物馆，了解历史十大太监。揭示了中国几千年封建帝制下形成的体系完整庞杂的宦官制度。,3,4.3,博物馆|宦官|历史文化|明代,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207033124340.jpg,1,,
1093,中国第四纪冰川遗迹陈列馆,scenic,博物馆/展览馆,北京市,走进馆内，最具震撼的是先进的高科技手段和真实的场景复原将第四纪冰川时代逼真地展现在人们眼前。,1.3,3.7,博物馆|地质|冰川|科普|自然,https://r1.visitbeijing.com.cn/vbj-s/2012/1217/20121217013115582.jpg,1,,
1094,老山自行车馆,scenic,体育场馆,北京市,北京奥运会自行车馆约6.6公顷的用地内，总建筑面积32920平方米，赛道周长250米.,3.4,3.6,体育场馆|奥运遗产|运动健身,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207120952601.jpg,1,,
1095,北京射击馆,scenic,体育场馆,北京市,2008年，北京奥运会射击步枪、手枪共10个项目的全部资格赛和决赛将在这里举行。,4.7,3.8,体育场馆|奥运遗产|运动健身,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207113057747.jpg,1,,
1096,北京国际雕塑公园,scenic,城市公园,北京市,北京最大的雕塑公园，现已有180余件来自40多个国家和地区的优秀雕塑、浮雕、壁画作品收藏于园中，喜欢艺术的朋友不可错过。,5.8,4.7,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206115837692.jpg,1,,
1097,田义墓,scenic,历史古迹,北京市,全国第一家以宦官为主题的博物馆，如果想理解这个神秘的职业，这里你不得不来。,1.8,3.9,历史遗迹|宦官|明代|石刻艺术|墓葬,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207031244635.jpg,1,,
1098,北京射击场飞碟靶场,scenic,体育场馆,北京市,北京奥运会期间承担男女飞碟双向、多向及双多向等六个项目的比赛场馆，现作为训练场地。,3,4.4,体育场馆|奥运遗产|运动健身,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207091219857.jpg,1,,
1099,老山山地自行车场,scenic,体育场馆,北京市,老山山地自行车场承担了奥运会期间山地自行车比赛，作为一个在中国相对冷门的项目其场地现已难寻如鸟巢般的辉煌。,7.7,3.7,体育场馆|奥运遗产|运动健身,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207030131903.jpg,1,,
1100,马致远故居,scenic,纪念馆/名人故居,北京市,马致远故居位于京西门头沟区王平镇的“王平古道”的韭园村。,6.9,4.6,名人故居|元代|文学|元曲|历史文化,https://r1.visitbeijing.com.cn/vbj-s/2017/0609/20170609104128933.jpg,1,,
1101,妙峰山娘娘庙会,scenic,文化艺术空间,北京市,妙峰山娘娘庙会又称妙峰山娘娘庙香会，是一种古老的传统民俗及民间宗教文化活动。,2.8,4.3,民俗活动|节庆活动|非遗,https://r1.visitbeijing.com.cn/vbj-s/2017/0522/20170522041302541.jpg,1,,
1102,雁翅村苹果园,scenic,农业观光,北京市,门头沟雁翅镇红富士苹果日前进入最佳成熟采摘期，供京城游客采摘。,1.2,4.6,亲子互动|农业观光|苹果采摘|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1222/20161222021857325.jpg,1,,
1103,担礼京白梨园,scenic,农业观光,北京市,北京门头沟妙峰山担礼村 龙凤岭观光园京白梨采摘基地 担礼村地处京西门头沟东部妙峰山镇。距城区10公里，东离六环军庄段5分钟车程。,5.5,4.6,农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1222/20161222020529199.jpg,1,,
1104,上苇甸果园,scenic,农业观光,北京市,山泉汇成的张玉河从妙峰山向下流淌，4座小塘坝层层截水，蓄水近万立方米。度假村沿塘坝而建，一座座小木屋错落有致。,5,3.7,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1222/20161222114523582.jpg,1,,
1105,王平韭园农庄,scenic,农业观光,北京市,,3,3.7,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1222/20161222105300798.jpg,1,,
1106,东山梨花园,scenic,自然景区,北京市,,5.8,3.5,农业观光|山地风光|自然景观|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1222/20161222104333450.jpg,1,,
1107,西峰寺森林公园,scenic,森林/湿地公园,北京市,,1.8,4.6,佛教|宗教建筑|森林公园|自然生态,https://r1.visitbeijing.com.cn/vbj-s/2016/1212/20161212040407808.jpg,1,,
1108,灵山风景区,scenic,自然景区,北京市,,1.5,4.7,山地风光|自然景观,https://r1.visitbeijing.com.cn/vbj-s/2016/1212/20161212104504948.jpg,1,,
1109,东辛房公园,scenic,城市公园,北京市,东辛房公园建于1954年，位于北京市门头沟区东辛房大街南侧，总占地面积17000平方米。,2.5,4.6,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2016/1207/20161207041253891.jpg,1,,
1110,在水一方,scenic,自然景区,北京市,在水一方是一处拆迁出来的绿地，位于永定河畔，由此命名。,3.3,3.7,亲水|水域风光,https://r1.visitbeijing.com.cn/vbj-s/2016/1207/20161207104706361.jpg,1,,
1111,窑神庙公园,scenic,城市公园,北京市,,1.4,4.3,休闲娱乐|城市公园|宗教建筑,https://r1.visitbeijing.com.cn/vbj-s/2016/1124/20161124013153926.jpg,1,,
1112,中门寺生态园,scenic,农业观光,北京市,中门寺生态园是位于北京市门头沟区中门寺街71号的综合自然生态园区，区域面积 2.1 平方公里。,1.9,4.3,亲子互动|农业观光|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2016/1124/20161124113614734.jpg,1,,
1113,忠良书院,scenic,文化艺术空间,北京市,,2.3,4.7,文化场馆|教育|传统文化,https://r1.visitbeijing.com.cn/vbj-s/2016/1124/20161124112027142.jpg,1,,
1114,南石洋大峡谷森林公园,scenic,森林/湿地公园,北京市,南石洋大峡谷森林公园，位于京西雁翅镇马套村西北，东至：马套村村口，南至：峰窝至马家套的乡间道北，西至：门头沟区与河北怀来县交界，北至：笔架山下门头沟区与河北怀来县交界。,5.4,3.9,森林公园|自然生态,https://r1.visitbeijing.com.cn/vbj-s/2016/1118/20161118012540270.jpg,1,,
1115,玫瑰谷自然风景区,scenic,自然景区,北京市,,2.3,4.2,山地风光|自然景观,https://r1.visitbeijing.com.cn/vbj-s/2016/1118/20161118112705401.jpg,1,,
1116,莲石湖湿地公园,scenic,森林/湿地公园,北京市,莲石湖位于北京石景山、门头沟和丰台河西交界之地，于原永定河河滩上修建而成。,7.7,4.3,休闲垂钓|水域风光|湿地公园|自然景观|观鸟,https://r1.visitbeijing.com.cn/vbj-s/2016/1017/20161017110054380.jpg,1,,
1117,三家店蒲草湿地公园,scenic,森林/湿地公园,北京市,三家店不仅是明清京西古道的起点，也是永定河流经官厅山峡的出山口。,2.5,4,湿地公园|观鸟,https://r1.visitbeijing.com.cn/vbj-s/2016/1014/20161014042527366.jpg,1,,
1118,永定楼,scenic,历史古迹,北京市,永定楼位于北京市门头沟区永定河畔，永定楼的设计灵感来源于被誉为“江南三大名楼”的黄鹤楼，整体建筑设计的雄浑之中又不失精巧，同时秉持了我国独特的古建筑风格。,1.8,4.5,历史建筑|古建筑|观景建筑,https://r1.visitbeijing.com.cn/vbj-s/2016/1014/20161014041450514.jpg,1,,
1119,永定河公园,scenic,城市公园,北京市,永定河公园位于北京市门头沟区门城湖畔，西至滨河路，东临永定河，南至北京市永定河管理处，北至城子东街，总面积1.5万平方米，其中绿地面积0.96万平方米，总投资2180万元。,1.9,4.3,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2016/1014/20161014040621313.jpg,1,,
1120,门头沟历史文化长廊,scenic,历史文化街区,北京市,门头沟历史文化长廊位于北京市门头沟区永定河门城湖畔，永定河观景台南侧，由门头沟区人民政府兴建，2012年6月27日落成。,2,3.8,文化展示|城市景观,https://r1.visitbeijing.com.cn/vbj-s/2016/1014/20161014032847848.jpg,1,,
1121,绿海森林公园,scenic,森林/湿地公园,北京市,绿海森林公园，是位于北京门头沟的一个森林公园。,4.6,4.8,森林公园|自然生态,https://r1.visitbeijing.com.cn/vbj-s/2016/1014/20161014032032169.jpg,1,,
1122,石门营文化公园,scenic,城市公园,北京市,石门营公园建于2008年7月，建设面积56000平方米，其中绿地面积51000平方米。,2.8,4,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2016/0929/20160929022133302.png,1,,
1123,门头沟京浪岛公园,scenic,城市公园,北京市,京浪岛公园，坐落在北京门头沟永定河三家店水库的北端，西临水担路，东邻109国道和北京六环路。京浪岛公园于2010年5月开始修建，8月竣工，总占地面积12.8万平方米，绿地面积占95%。,2.5,4.1,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2016/0923/20160923032725346.png,1,,
1124,立思辰公园,scenic,城市公园,北京市,立思辰公园位于北京市门头沟区德露苑小区南侧，属社会性捐助公园，公园西至滨河路，南至规划中门寺沟，北临区法院,3.6,4,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2016/0923/20160923023920727.png,1,,
1125,京门铁路遗址公园,scenic,历史古迹,北京市,京门铁路遗址公园位于北京市门头沟区城子大街北侧，北接京门铁路，南至排洪沟，东至城子大街，西至铁路挡墙，总面积1.2万平方米，其中绿地面积0.8万平方米。,1.5,4.4,历史文化|考古|遗址|遗址公园,https://r1.visitbeijing.com.cn/vbj-s/2016/0921/20160921024052615.png,1,,
1126,晨曦公园,scenic,城市公园,北京市,晨曦公园位于北京市门头沟区黑河沟畔，为城子大街与河滩邮政局东侧的滨河带状绿地，总面积0.45万平方米，其中绿地面积0.35万平方米。,4.7,4.3,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2016/0909/20160909031442143.jpg,1,,
1127,滨河世纪广场公园,scenic,城市公园,北京市,滨河世纪广场公园是挖沙形成的一处人工沙坑建设而成的，建设占地面积33万平方米,2.6,3.6,休闲娱乐|公共活动空间|城市公园|城市广场,https://r1.visitbeijing.com.cn/vbj-s/2016/0908/20160908041638153.jpg,1,,
1128,灵溪风景区,scenic,自然景区,北京市,灵溪峡谷位于北京门头沟区妙峰山风景区附近，距市区约35公里，是一片刚刚开发的自然风景区。,2,4.3,亲水|水域风光,https://r1.visitbeijing.com.cn/vbj-s/2016/0902/20160902035946681.jpg,1,,
1129,龙泉宾馆云水间,scenic,度假休闲,北京市,龙泉宾馆-云水间养生阁汤泉来龙泉吃滋补美食、泡个调节温泉浴正成为当下最流行的养生方式。,4.5,4.4,亲水|水域风光,https://r1.visitbeijing.com.cn/vbj-s/2016/0815/20160815103120382.bmp,1,,
1130,北京国际核桃庄园,scenic,度假休闲,北京市,北京国际核桃庄园是生态与科学、自然与人文相互融合的胜地。,4.6,3.7,住宿服务|酒店,https://r1.visitbeijing.com.cn/vbj-s/2016/0408/20160408024230835.jpg,1,,
1131,定都峰景区,scenic,自然景区,北京市,定都峰景因其地处长安街西延线西端的定都峰上，故名定都阁。,5.8,4.5,山地风光|自然景观,https://r1.visitbeijing.com.cn/vbj-s/2015/0817/20150817051028341.png,1,,
1132,聚灵峡景区,scenic,自然景区,北京市,石沟内侧悬崖峭壁矗立着各式各样的山峰，山顶上端较缓坡平，高山草甸，山坡上松柏、桦、杨林木繁密。,5.2,4.4,山地风光|自然景观,https://r1.visitbeijing.com.cn/vbj-s/2015/0817/20150817030711389.jpg,1,,
1133,永定河峡谷,scenic,自然景区,北京市,永定河两岸山色干枯，植被稀疏，但是风景一样壮丽,3.4,4.4,亲水|山地风光|水域风光|自然景观,https://r1.visitbeijing.com.cn/vbj-s/2013/0625/20130625034353287.jpg,1,,
1134,黑山公园,scenic,城市公园,北京市,黑山公园内百年松柏苍劲，林木花疏扶摇，具备良好的园林基础。,6.5,4,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2013/0521/20130521045410552.jpg,1,,
1135,葡山公园,scenic,城市公园,北京市,葡山公园周边绿山环绕，环境清幽，令人心旷神怡。,2.1,4.4,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2013/0521/20130521041504359.jpg,1,,
1136,妙峰山樱桃沟,scenic,自然景区,北京市,是一处集名人古迹，樱桃采摘，池塘垂钓，民俗观光，科普教育于一体的旅游观光农业园区。,2.4,4.4,农业观光|山地风光|自然景观|采摘体验,https://r1.visitbeijing.com.cn/vbj-s/2013/0509/20130509052448293.jpg,1,,
1137,冀热察挺进军司令部旧址陈列馆,scenic,博物馆/展览馆,北京市,北京市重点文物保护单位，是北京市百家博物馆和北京市青少年爱国主义教育基地，是红色旅游的好去处。,1.5,4.5,博物馆,https://r1.visitbeijing.com.cn/vbj-s/2013/0329/20130329112904354.jpg,1,,
1138,小龙门国家森林公园,scenic,森林/湿地公园,北京市,小龙门森林公园丰富的植物资源，为开辟森林浴场提供了得天独厚的条件，游人来此可以进行“森林浴”,5.3,4.2,森林公园|自然生态,https://r1.visitbeijing.com.cn/vbj-s/2015/0507/20150507055849792.jpg,1,,
1139,珍珠湖景区,scenic,自然景区,北京市,湖上有一自然村落杏花村，每年春季杏花竞相开放。湖两岸势陡峭，峰峦叠嶂。夏秋时节两岸岩崖布满青苔，盛开着群芳争艳的鲜花，色彩美丽。,5.7,4.6,休闲垂钓|水域风光|自然景观,https://r1.visitbeijing.com.cn/vbj-s/2016/0622/20160622104946209.jpg,1,,
1140,龙门涧风景区,scenic,自然景区,北京市,龙门涧风景区处于中心地带，属自然风光，做为北京市最大的嶂谷，地质构造丰富奇特，被学者誉为中国“北方的地质博物馆”。,1.1,3.7,观光景点,https://r1.visitbeijing.com.cn/vbj-s/2015/0508/20150508050504290.jpg,1,,
1141,黄草梁自然风景区,scenic,自然景区,北京市,黄草梁风景优美、气候宜人，集自然景观与人文景观于一身，是旅游、观光、考古的理想去处。,3.6,4.5,观光景点,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206041702354.jpg,1,,
1142,爨底下村,scenic,度假休闲,北京市,小村海拔650米，属清水河流域，周围苍松翠柏，绿树成荫，悦耳的鸟鸣，常打破山村的寂静，使人有“世外桃源”之感。,1.7,3.9,古镇古村|民俗风情,https://r1.visitbeijing.com.cn/vbj-s/2023/0214/41ce922e334e120c43cea7a63ca40bc9.jpg,1,,
1143,天门山自然风景区（门头沟）,scenic,自然景区,北京市,名不见经传的森林公园，可能除了爬山就没有什么别的可干的了。,1.4,4.5,山地风光|自然景观,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207045838197.jpg,1,,
1144,寺上美术馆,scenic,文化艺术空间,北京市,寺上美术馆（Si Shang Art Museum）位于北京北六环，是一座占地4万平米的体验式美术馆，可以1个小时、一天、一周、一个月…不会厌烦的身心栖息的艺文休憩之地。,3.6,3.9,文创园区|美术馆/艺术馆|艺术展览|艺术空间,https://r1.visitbeijing.com.cn/vbj-s/2017/0523/20170523022114984.jpg,1,,
1145,北京画家村,scenic,文化艺术空间,北京市,在北京天安门前的长安街东延长线咫尺之地，京杭大运河的北端有一座古城，这就是首都的"左辅雄藩"--通州。在通州城北，有两条不可多得的历史景观，造就了北京小平原的自然河流，这就是大运河的源流--温榆河与潮白河。在两条母亲河之间，有一片秀美繁荣的土地，这就是闻名遐迩的艺术群落--宋庄。,8.6,4.6,艺术区|画家聚集区|文创|当代艺术,https://r1.visitbeijing.com.cn/vbj-s/2017/0519/20170519111233734.jpg,1,,
1146,中国花卉博览会主题公园,scenic,城市公园,北京市,本园区的造园手法是通过堆山理水，采用植物造景的手法，建设出一个自然宜人的环境，这是本公园与各公园相似之处,3.7,4.3,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2016/1208/20161208024750294.jpg,1,,
1147,北京丽宫体育公园,scenic,体育场馆,北京市,北京丽宫体育公园高尔夫球场地处北京东北市郊，作为丽宫别墅业主的专用球场，是中国目前唯一的纯业主制球场。,4.1,4.7,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2016/1123/20161123023320766.jpg,1,,
1148,神笛陶艺村,scenic,文化艺术空间,北京市,,3.7,4,陶艺|手工艺|文化体验|非遗,https://r1.visitbeijing.com.cn/vbj-s/2016/1122/20161122114435533.jpg,1,,
1149,潮白河森林公园,scenic,森林/湿地公园,北京市,潮白河森林公园位于北京市顺义区境内，南起通州交界，北至怀柔密云交界，全长38公里，总面积6.3万亩。,2.1,4.6,森林公园|自然生态,https://r1.visitbeijing.com.cn/vbj-s/2016/1109/20161109044045624.png,1,,
1150,舞彩浅山滨水国家登山步道,scenic,自然景区,北京市,舞彩浅山滨水国家登山步道(龙湾屯段)东起山里辛庄村东侧，西至鞑子沟(与木林镇接壤)。,1.2,4,亲水|山地风光|水域风光|自然景观,https://r1.visitbeijing.com.cn/vbj-s/2016/1017/20161017025941593.jpg,1,,
1151,森鑫森林公园,scenic,森林/湿地公园,北京市,位于顺义区潮白河衅李遂镇，建于1986年，距北京市区35公里，距首都机场13公里。,3.8,4.1,森林公园|自然生态,https://r1.visitbeijing.com.cn/vbj-s/2016/1009/20161009020914695.jpg,1,,
1152,仁和公园,scenic,城市公园,北京市,2011年12月3日，顺义仁和公园开园迎客。副区长赵贵恒、区政协副主席田建国共同为仁和公园开园剪彩，标志着仁和公园正式对市民开放。,3.4,4.5,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2016/0928/20160928034153357.png,1,,
1153,快乐猩猩树上探险主题公园(顺义园区）,scenic,主题乐园,北京市,快乐猩猩树上穿越是一项健康而又时尚的绿色户外活动。,3.3,3.7,亲子互动|户外拓展|主题乐园|运动健身,https://r1.visitbeijing.com.cn/vbj-s/2016/0922/20160922012814365.png,1,,
1154,减河公园,scenic,城市公园,北京市,顺义减河公园，东起减河与潮白河交汇处，西至南白路，全长3.8公里，南北两岸绿化带平均宽度各100米,2,3.9,休闲娱乐|城市公园,https://r1.visitbeijing.com.cn/vbj-s/2016/0921/20160921025651529.png,1,,
1155,和谐广场公园,scenic,城市公园,北京市,北京市顺义区和谐广场公园2009年7月31日建成后即免费对外开放，总面积77.4公顷，绿地面积65.9公顷。,4.3,4.5,休闲娱乐|公共活动空间|城市公园|城市广场,https://r1.visitbeijing.com.cn/vbj-s/2016/0919/20160919034935819.png,1,,
1156,北京京林温泉,scenic,度假休闲,北京市,京林温泉酒店(京林大厦)是一家星级国际饭店，2003年3月开业，2012年进行了全面装修和扩建，酒店建筑面积五万余平方米，主楼高6层，客房总数318间套。,3.5,3.6,休闲度假|温泉康养,https://r1.visitbeijing.com.cn/vbj-s/2016/0815/20160815100646394.bmp,1,,
